time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-08-01T08:16:00.180Z,33.905,136.613,370.5,5.5,mwb,342,42.2,,0.91,us,usp000fhkh,2016-11-10T00:21:11.548Z,"near the south coast of western Honshu, Japan",earthquake,,,,,reviewed,us,us
2007-08-01T03:50:24.310Z,30.396,130.67,26.3,4.6,mwr,52,121,,1.06,us,usp000fhk4,2014-11-07T01:33:08.384Z,"Kyushu, Japan",earthquake,,42,,,reviewed,us,nied
2007-08-01T00:27:57.580Z,31.338,142.077,52.4,4.6,mb,35,65.9,,0.69,us,usp000fhjp,2014-11-07T01:33:08.112Z,"Izu Islands, Japan region",earthquake,,5.2,,8,reviewed,us,us
2007-07-31T15:07:35.320Z,27.343,126.897,10,5.9,mwb,216,36.2,,0.99,us,usp000fhhf,2016-11-10T01:42:54.523Z,"northwest of the Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2007-07-31T14:47:09.650Z,27.375,127.1,56.1,4.5,mwr,13,76,,0.83,us,usp000fhhd,2014-11-07T01:33:05.790Z,"Ryukyu Islands, Japan",earthquake,,10.9,,,reviewed,us,nied
2007-07-31T12:58:28.990Z,28.234,138.939,509,5.4,mwc,307,38.7,,0.73,us,usp000fhh6,2016-11-10T00:21:11.041Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,gcmt
2007-07-31T09:51:13.470Z,46.949,155.96,10,4.5,mb,17,104.4,,1.26,us,usp000fhgx,2014-11-07T01:33:05.739Z,"east of the Kuril Islands",earthquake,,,,1,reviewed,us,us
2007-07-31T02:07:01.470Z,48.727,154.558,35,4.5,mb,12,135.5,,0.71,us,usp000fhfv,2014-11-07T01:33:05.617Z,"Kuril Islands",earthquake,,,,1,reviewed,us,us
2007-07-30T06:20:37.740Z,46.785,152.671,34.4,4.7,mb,145,115.4,,0.95,us,usp000fhe2,2014-11-07T01:33:05.350Z,"Kuril Islands",earthquake,,,,59,reviewed,us,us
2007-07-29T22:36:06.430Z,46.66,152.345,46,4.7,mb,153,82.6,,0.8,us,usp000fhd8,2014-11-07T01:33:05.239Z,"Kuril Islands",earthquake,,3.6,,52,reviewed,us,us
2007-07-28T08:55:49.300Z,33.957,137.387,324.4,5.1,mwr,277,34.2,,0.69,us,usp000fh91,2014-11-07T01:33:04.676Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2007-07-26T03:27:58.400Z,27.774,139.791,493.3,4.6,mwr,151,53.3,,0.78,us,usp000fh3j,2014-11-07T01:33:03.803Z,"Bonin Islands, Japan region",earthquake,,6.9,,,reviewed,us,nied
2007-07-24T21:52:07.830Z,37.482,138.541,47.5,4.9,mwc,164,99.3,,0.8,us,usp000fh0z,2016-11-09T06:55:04.904Z,"near the west coast of Honshu, Japan",earthquake,,5.1,,,reviewed,us,gcmt
2007-07-21T10:07:08.620Z,46.706,152.615,53.5,4.7,mb,130,134.5,,0.83,us,usp000fgse,2014-11-07T01:33:01.808Z,"Kuril Islands",earthquake,,,,64,reviewed,us,us
2007-07-21T01:50:02.170Z,46.942,156.588,10,5,mb,185,107.7,,0.72,us,usp000fgrj,2014-11-07T01:33:01.673Z,"east of the Kuril Islands",earthquake,,,,72,reviewed,us,us
2007-07-21T00:37:54.250Z,48.456,152.53,136.8,4.7,mb,12,105.7,,0.93,us,usp000fgrd,2014-11-07T01:33:01.639Z,"Kuril Islands",earthquake,,12.8,,4,reviewed,us,us
2007-07-18T18:01:23.530Z,30.737,138.288,390.6,5.3,mwc,268,55.9,,0.8,us,usp000fgjt,2016-11-10T00:21:07.438Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,gcmt
2007-07-18T01:21:58.160Z,45.264,153.183,33.5,5.1,mb,281,79,,0.96,us,usp000fggx,2014-11-07T01:32:59.729Z,"east of the Kuril Islands",earthquake,,13.4,,113,reviewed,us,us
2007-07-17T07:46:43.220Z,44.49,152.497,10,4.5,mb,45,134.3,,0.91,us,usp000fge6,2014-11-07T01:32:58.845Z,"east of the Kuril Islands",earthquake,,,,21,reviewed,us,us
2007-07-16T14:42:55.370Z,49.703,155.911,45.7,4.6,mb,57,99.8,,0.94,us,usp000fgc6,2014-11-07T01:32:58.597Z,"Kuril Islands",earthquake,,,,16,reviewed,us,us
2007-07-16T14:17:37.340Z,36.808,134.85,350.4,6.8,mwb,664,18.2,,0.73,us,usp000fgc3,2018-09-28T19:59:15.874Z,"Sea of Japan",earthquake,,,,,reviewed,us,us
2007-07-16T08:28:12.910Z,28.156,142.092,7.7,4.8,mb,20,107.9,,0.94,us,usp000fgb6,2014-11-07T01:32:58.467Z,"Bonin Islands, Japan region",earthquake,,43.5,,1,reviewed,us,us
2007-07-16T08:24:19.110Z,34.261,135.947,48.7,4.5,mwr,24,131.6,,,us,usp000fgb5,2014-11-07T01:32:58.464Z,"near the south coast of western Honshu, Japan",earthquake,,,,,reviewed,jma,nied
2007-07-16T06:37:40.430Z,37.502,138.467,15.1,5.7,mwc,495,27.1,,0.71,us,usp000fgau,2017-04-13T22:21:13.246Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2007-07-16T01:13:22.370Z,37.535,138.446,12,6.6,mwc,782,16.7,,0.97,us,usp000fg9t,2018-09-28T19:55:45.377Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2007-07-15T20:41:18.320Z,46.7,152.478,73.4,5.2,mwc,281,41.2,,0.83,us,usp000fg99,2016-11-10T01:42:13.239Z,"Kuril Islands",earthquake,,6,,,reviewed,us,gcmt
2007-07-15T04:57:29.250Z,47.127,153.268,10,4.5,mb,66,53.8,,0.7,us,usp000fg6v,2014-11-07T01:32:57.624Z,"Kuril Islands",earthquake,,,,30,reviewed,us,us
2007-07-15T04:15:41.210Z,46.895,153.176,10,4.6,mb,141,56.7,,1.02,us,usp000fg6r,2014-11-07T01:32:57.600Z,"Kuril Islands",earthquake,,,,65,reviewed,us,us
2007-07-14T06:54:53.500Z,46.204,152.857,29,4.5,mb,24,136.3,,0.79,us,usp000fg4s,2014-11-07T01:32:57.376Z,"Kuril Islands",earthquake,,,,3,reviewed,us,us
2007-07-14T03:28:41.870Z,46.685,153.039,10,4.9,mwc,162,84.7,,1.22,us,usp000fg4k,2016-11-10T01:42:08.094Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-07-11T07:54:04.540Z,44.987,153.663,10,4.5,mb,13,100.9,,1.05,us,usp000ffyx,2014-11-07T01:32:56.436Z,"east of the Kuril Islands",earthquake,,,,2,reviewed,us,us
2007-07-10T15:09:39.750Z,25.788,125.948,49.5,4.5,m,8,106,,1.43,us,usp000ffxj,2014-11-07T01:32:56.270Z,"southwestern Ryukyu Islands, Japan",earthquake,,14.7,,,reviewed,us,jma
2007-07-09T20:16:31.250Z,34.69,141.599,8.4,4.7,mwr,61,125.3,,0.88,us,usp000ffvz,2014-11-07T01:32:56.047Z,"off the east coast of Honshu, Japan",earthquake,,24,,,reviewed,us,nied
2007-07-09T13:06:49.800Z,28.382,138.73,532.7,4.5,mwr,59,105.4,,0.71,us,usp000ffuu,2014-11-07T01:32:55.924Z,"Bonin Islands, Japan region",earthquake,,7.3,,,reviewed,us,nied
2007-07-08T18:54:00.220Z,46.836,155.478,10,5.3,mwc,544,55.7,,0.75,us,usp000ffsv,2016-11-10T01:41:58.511Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-07-08T11:16:00.990Z,34.625,141.572,58.6,4.5,mwr,61,116.9,,0.83,us,usp000ffru,2014-11-07T01:32:55.578Z,"off the east coast of Honshu, Japan",earthquake,,9.7,,,reviewed,us,nied
2007-07-07T13:17:37.420Z,26.047,125.604,60,4.8,mwc,24,121.5,,0.8,us,usp000ffnv,2016-11-10T01:41:54.420Z,"northeast of Taiwan",earthquake,,8.3,,,reviewed,us,gcmt
2007-07-07T02:11:12.450Z,49.18,155.451,10,4.5,mb,17,137.8,,1.25,us,usp000ffmw,2014-11-07T01:32:55.002Z,"Kuril Islands",earthquake,,,,5,reviewed,us,us
2007-07-05T14:51:47.210Z,46.335,153.087,39.6,4.5,mb,58,102.6,,1.08,us,usp000ffhx,2014-11-07T01:32:54.658Z,"Kuril Islands",earthquake,,9.6,,21,reviewed,us,us
2007-07-03T14:31:15.810Z,35.773,140.521,64.2,4.5,mwr,52,113.3,,0.66,us,usp000ffcn,2014-11-07T01:32:53.537Z,"near the east coast of Honshu, Japan",earthquake,,7.8,,,reviewed,us,nied
2007-07-03T08:44:28.160Z,46.233,152.998,30.7,4.5,mb,18,138,,0.63,us,usp000ffc0,2014-11-07T01:32:53.341Z,"Kuril Islands",earthquake,,27.9,,2,reviewed,us,us
2007-07-01T04:12:07.750Z,43.663,144.734,130.4,5.8,mwb,525,20.5,,0.71,us,usp000ff73,2016-11-10T01:41:43.292Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
2007-06-29T17:31:45.240Z,46.546,152.57,51.9,4.5,mb,22,118.9,,1.28,us,usp000ff3f,2014-11-07T01:32:47.102Z,"Kuril Islands",earthquake,,13.3,,4,reviewed,us,us
2007-06-29T04:35:03.570Z,46.897,152.687,10,4.5,mb,42,135.9,,0.54,us,usp000ff2m,2014-11-07T01:32:46.957Z,"Kuril Islands",earthquake,,,,21,reviewed,us,us
2007-06-28T20:48:39.170Z,49.608,153.839,149.7,4.9,mb,215,86.7,,0.82,us,usp000ff20,2014-11-07T01:32:46.837Z,"Kuril Islands",earthquake,,,,119,reviewed,us,us
2007-06-27T23:15:28.850Z,37.235,135.577,362,4.5,mwr,117,58.6,,0.88,us,usp000fezt,2014-11-07T01:32:46.489Z,"Sea of Japan",earthquake,,4.3,,,reviewed,us,nied
2007-06-26T08:04:15.780Z,46.451,152.986,46.6,5,mwc,217,97.3,,0.78,us,usp000fewt,2016-11-10T01:41:35.288Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-06-23T07:15:30.820Z,41.919,141.248,129.6,4.7,mwr,164,89.1,,0.79,us,usp000feme,2014-11-07T01:32:45.060Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,nied
2007-06-22T22:20:04.280Z,42.539,142.185,125.4,5,mwc,321,49.5,,,us,usp000fekn,2016-11-10T01:41:25.486Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,jma,gcmt
2007-06-22T16:05:03.080Z,46.419,153.111,19.3,4.7,mb,100,102.8,,0.93,us,usp000fek1,2014-11-07T01:32:44.864Z,"Kuril Islands",earthquake,,15.2,,41,reviewed,us,us
2007-06-21T18:34:14.360Z,36.878,136.668,7.5,4.5,mwr,139,64.6,,,us,usp000fegv,2014-11-07T01:32:44.648Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,jma,nied
2007-06-21T04:39:16.360Z,46.483,153.316,10,5.3,mwc,357,82,,0.89,us,usp000fefu,2016-11-10T01:41:22.483Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-06-20T18:12:30.040Z,35.211,141.336,5.6,4.8,mwc,73,126,,0.92,us,usp000fef2,2016-11-10T01:41:20.974Z,"near the east coast of Honshu, Japan",earthquake,,21.4,,,reviewed,us,gcmt
2007-06-20T17:01:57.710Z,35.207,141.163,69.7,4.6,mwr,48,126,,0.84,us,usp000feew,2014-11-07T01:32:44.155Z,"near the east coast of Honshu, Japan",earthquake,,9.5,,,reviewed,us,nied
2007-06-20T17:00:20.890Z,35.24,141.121,40,4.7,mb,26,126.1,,0.72,us,usp000feev,2014-11-07T01:32:44.153Z,"near the east coast of Honshu, Japan",earthquake,,16.3,,5,reviewed,us,us
2007-06-20T16:59:39.980Z,35.286,141.482,40.6,4.8,mb,23,135.3,,1.02,us,usp000feeu,2014-11-07T01:32:44.151Z,"near the east coast of Honshu, Japan",earthquake,,12.2,,5,reviewed,us,us
2007-06-20T14:54:03.460Z,35.226,141.283,35,4.6,mwr,49,135.2,,1.08,us,usp000feek,2014-11-07T01:32:44.134Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2007-06-20T14:13:22.290Z,35.215,141.274,35,4.5,mwr,40,126,,0.93,us,usp000feej,2014-11-07T01:32:44.130Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2007-06-20T14:04:15.710Z,35.417,141.66,35,4.6,mb,9,234.6,,1.46,us,usp000feeg,2014-11-07T01:32:44.127Z,"near the east coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2007-06-20T14:00:27.780Z,35.193,141.134,39.4,5.1,mwc,193,80.1,,0.73,us,usp000feef,2016-11-10T01:41:20.195Z,"near the east coast of Honshu, Japan",earthquake,,6.7,,,reviewed,us,gcmt
2007-06-20T09:56:51.130Z,28.086,139.079,530.4,4.5,mb,16,140.2,,0.69,us,usp000fee1,2014-11-07T01:32:44.082Z,"Bonin Islands, Japan region",earthquake,,10.5,,2,reviewed,us,us
2007-06-19T08:38:32.540Z,46.929,152.952,65,4.8,mb,46,119.4,,0.77,us,usp000febd,2014-11-07T01:32:43.752Z,"Kuril Islands",earthquake,,8.2,,10,reviewed,us,us
2007-06-19T06:27:50.860Z,38.796,140.332,117.1,4.5,mwr,134,130.3,,0.76,us,usp000feb1,2014-11-07T01:32:43.698Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,nied
2007-06-19T01:26:32.180Z,47.744,151.345,73.2,4.6,mb,17,173.3,,1.07,us,usp000feaj,2014-11-07T01:32:43.663Z,"Kuril Islands",earthquake,,28.5,,7,reviewed,us,us
2007-06-18T04:47:00.050Z,47.049,155.434,35,4.7,mb,19,136.8,,1.17,us,usp000fe8z,2014-11-07T01:32:43.424Z,"east of the Kuril Islands",earthquake,,,,3,reviewed,us,us
2007-06-12T07:28:37.440Z,45.552,148.646,20,4.5,mb,11,159.5,,1.36,us,usp000fdvt,2014-11-07T01:32:41.675Z,"Kuril Islands",earthquake,,0,,2,reviewed,us,us
2007-06-12T04:10:32.660Z,46.756,152.869,56.9,4.6,mb,153,82.6,,0.72,us,usp000fdvd,2014-11-07T01:32:41.600Z,"Kuril Islands",earthquake,,5.8,,71,reviewed,us,us
2007-06-12T01:00:29.710Z,44.246,149.095,35.5,5.1,mwc,269,79.7,,0.73,us,usp000fdv4,2016-11-10T01:41:02.530Z,"Kuril Islands",earthquake,,5,,,reviewed,us,gcmt
2007-06-12T00:56:02.150Z,44.64,147.63,164.8,4.6,mb,195,117.4,,1.22,us,usp000fdv3,2014-11-07T01:32:41.539Z,"Kuril Islands",earthquake,,9.6,,113,reviewed,us,us
2007-06-12T00:55:49.860Z,43.711,148.878,35,5.2,mwc,60,89.8,,1.07,us,usp000fdv2,2016-11-10T01:41:02.016Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-06-11T04:19:45.570Z,46.292,152.974,40,4.7,mb,120,133.8,,0.87,us,usp000fdth,2014-11-07T01:32:41.108Z,"Kuril Islands",earthquake,,2.7,,54,reviewed,us,us
2007-06-10T18:45:14.750Z,37.17,136.507,10,4.9,mwc,123,60.5,,0.88,us,usp000fdsh,2016-11-10T01:40:59.501Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2007-06-09T08:35:34.150Z,46.916,152.714,107,4.7,mb,12,137.8,,0.59,us,usp000fdpj,2014-11-07T01:32:40.656Z,"Kuril Islands",earthquake,,19.3,,1,reviewed,us,us
2007-06-09T07:18:10.540Z,48.941,154.822,10,4.5,mb,48,135.5,,0.8,us,usp000fdpe,2014-11-07T01:32:40.639Z,"Kuril Islands",earthquake,,,,24,reviewed,us,us
2007-06-08T22:02:43.570Z,46.263,152.916,35,4.6,mb,34,138,,0.89,us,usp000fdnk,2014-11-07T01:32:40.537Z,"Kuril Islands",earthquake,,,,14,reviewed,us,us
2007-06-08T13:24:41.600Z,41.743,145.079,18.1,4.7,mwr,44,134.9,,0.86,us,usp000fdmf,2014-11-07T01:32:40.319Z,"Hokkaido, Japan region",earthquake,,28,,,reviewed,us,nied
2007-06-07T13:51:50.260Z,46.373,153.182,44,4.8,mb,108,136.4,,1.05,us,usp000fdjg,2014-11-07T01:32:40.052Z,"Kuril Islands",earthquake,,,,54,reviewed,us,us
2007-06-07T11:50:42.110Z,33.342,131.686,10,4.6,mwr,28,122.8,,1,us,usp000fdjc,2014-11-07T01:32:40.044Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2007-06-07T11:03:53.930Z,24.973,127.959,38.4,4.7,mwr,104,110.4,,1.08,us,usp000fdj7,2014-11-07T01:32:40.023Z,"southeast of the Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,nied
2007-06-07T08:22:18.830Z,33.119,131.429,23.9,4.5,mwr,35,113.9,,0.98,us,usp000fdj0,2014-11-07T01:32:39.999Z,"Kyushu, Japan",earthquake,,8.9,,,reviewed,us,nied
2007-06-06T14:42:53.870Z,33.319,131.409,18.8,4.8,mwc,48,112.3,,1.39,us,usp000fdg7,2016-11-10T01:40:51.917Z,"Kyushu, Japan",earthquake,,26.8,,,reviewed,us,gcmt
2007-06-06T10:33:44.430Z,46.397,155.623,10,4.5,mb,18,138.8,,1.31,us,usp000fdfx,2014-11-07T01:32:39.686Z,"east of the Kuril Islands",earthquake,,,,3,reviewed,us,us
2007-06-05T19:16:55.290Z,25.154,141.18,155.6,4.7,mwr,43,46.8,,1.02,us,usp000fdeq,2014-11-07T01:32:39.574Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,nied
2007-06-03T18:07:18.530Z,30.072,130.568,63.2,4.5,mwr,100,120.9,,0.83,us,usp000fda5,2014-11-07T01:32:38.634Z,"Kyushu, Japan",earthquake,,6,,,reviewed,us,nied
2007-06-02T05:43:16.820Z,36.135,139.832,69.7,4.5,mwr,179,113.9,,0.76,us,usp000fd6r,2014-11-07T01:32:37.047Z,"eastern Honshu, Japan",earthquake,,5.6,,,reviewed,us,nied
2007-06-02T04:39:00.530Z,32.791,138.046,329.5,4.9,mwr,183,108.8,,0.77,us,usp000fd6m,2014-11-07T01:32:36.939Z,"Izu Islands, Japan region",earthquake,,4.2,,,reviewed,us,nied
2007-06-02T01:18:39.540Z,46.298,152.877,10,4.6,mb,9,181.7,,1.54,us,usp000fd6c,2014-11-07T01:32:36.880Z,"Kuril Islands",earthquake,,,,2,reviewed,us,us
2007-06-01T15:28:10.950Z,27.248,140.208,498.9,4.5,mwr,41,73.7,,0.83,us,usp000fd5c,2014-11-07T01:32:36.390Z,"Bonin Islands, Japan region",earthquake,,9.2,,,reviewed,us,nied
2007-05-29T02:54:38.830Z,46.683,152.753,10,4.8,mb,126,82.5,,0.87,us,usp000fcyp,2014-11-07T01:32:33.200Z,"Kuril Islands",earthquake,,,,47,reviewed,us,us
2007-05-26T06:36:56.860Z,50.361,154.708,132.6,4.6,mb,83,134.6,,0.77,us,usp000fcsd,2014-11-07T01:32:31.992Z,"Kuril Islands",earthquake,,,,38,reviewed,us,us
2007-05-24T20:53:41.850Z,26.064,126.82,95.6,4.5,mwr,66,114.2,,1.09,us,usp000fcp0,2015-03-24T02:14:50.346Z,"Ryukyu Islands, Japan",earthquake,,7.8,,,reviewed,us,nied
2007-05-24T20:13:00.320Z,27.337,141.324,61.2,5.1,mwc,307,34.4,,0.8,us,usp000fcny,2016-11-10T01:40:26.472Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,gcmt
2007-05-23T18:04:41.420Z,46.771,152.88,17.6,4.7,mb,56,85,,1.02,us,usp000fck5,2014-11-07T01:32:31.123Z,"Kuril Islands",earthquake,,24.2,,17,reviewed,us,us
2007-05-22T20:28:55.680Z,46.267,153.188,45,4.6,mb,100,136.4,,1.11,us,usp000fch5,2014-11-07T01:32:30.813Z,"Kuril Islands",earthquake,,0,,49,reviewed,us,us
2007-05-21T01:21:49.200Z,27.353,140.599,205.7,4.9,mwr,27,57.7,,0.98,us,usp000fcdt,2014-11-07T01:32:30.440Z,"Bonin Islands, Japan region",earthquake,,11.2,,,reviewed,us,nied
2007-05-20T22:19:40.320Z,37.944,135.393,354,5.3,mwc,321,37.2,,0.75,us,usp000fcdg,2016-11-10T00:21:04.930Z,"Sea of Japan",earthquake,,3.4,,,reviewed,us,gcmt
2007-05-20T20:41:15.990Z,47.334,152.912,10,4.6,mb,86,118.4,,0.8,us,usp000fcd9,2014-11-07T01:32:30.302Z,"Kuril Islands",earthquake,,,,37,reviewed,us,us
2007-05-20T20:29:51.080Z,29.226,142.179,26.5,4.6,mwr,41,127.5,,0.8,us,usp000fcd7,2014-11-07T01:32:30.296Z,"Izu Islands, Japan region",earthquake,,19.7,,,reviewed,us,nied
2007-05-20T19:51:18.370Z,26.106,144.1,22.3,4.8,mb,56,93.3,,0.66,us,usp000fcd4,2014-11-07T01:32:30.287Z,"Bonin Islands, Japan region",earthquake,,,,22,reviewed,us,us
2007-05-19T01:47:13.080Z,45.592,153.956,35,4.8,mb,30,93.2,,0.82,us,usp000fc99,2014-11-07T01:32:29.601Z,"east of the Kuril Islands",earthquake,,,,2,reviewed,us,us
2007-05-19T01:46:50.770Z,45.689,153.907,132,4.5,mb,64,102,,0.99,us,usp000fc98,2014-11-07T01:32:29.559Z,"east of the Kuril Islands",earthquake,,5.3,,21,reviewed,us,us
2007-05-18T15:59:58.530Z,41.597,141.991,58.3,5.5,mwb,421,78.1,,0.94,us,usp000fc85,2016-11-10T01:40:16.245Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
2007-05-16T18:52:04.920Z,47.926,152.876,121.7,4.6,mb,12,135.4,,0.85,us,usp000fc3p,2014-11-07T01:32:28.709Z,"Kuril Islands",earthquake,,,,2,reviewed,us,us
2007-05-16T10:17:45.140Z,48.858,154.768,10,5.5,mb,391,83.9,,0.91,us,usp000fc2y,2014-11-07T01:32:28.624Z,"Kuril Islands",earthquake,,,,146,reviewed,us,us
2007-05-16T04:13:49.930Z,47.865,154.426,10,4.6,mb,102,136,,0.75,us,usp000fc2d,2014-11-07T01:32:28.535Z,"Kuril Islands",earthquake,,,,47,reviewed,us,us
2007-05-15T17:42:41.160Z,46.82,155.45,10,5.2,mb,216,92.8,,0.84,us,usp000fc1a,2014-11-07T01:32:28.406Z,"east of the Kuril Islands",earthquake,,,,127,reviewed,us,us
2007-05-15T11:27:18.830Z,26.707,140.277,368.7,5.4,mwr,199,52.3,,0.72,us,usp000fc0h,2014-11-07T01:32:28.289Z,"Bonin Islands, Japan region",earthquake,,5.3,,,reviewed,us,nied
2007-05-15T11:22:18.800Z,47.825,154.546,10,5.3,mwc,238,88.1,,0.97,us,usp000fc0g,2016-11-10T01:40:08.086Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-05-15T10:50:02.000Z,27.305,143.017,30,4.5,mb,17,127.8,,0.8,us,usp000fc0f,2014-11-07T01:32:28.269Z,"Bonin Islands, Japan region",earthquake,,0,,2,reviewed,us,us
2007-05-15T09:59:05.590Z,46.838,152.797,63.8,4.6,mb,65,136,,0.82,us,usp000fc0c,2014-11-07T01:32:28.261Z,"Kuril Islands",earthquake,,8.2,,22,reviewed,us,us
2007-05-14T11:37:22.140Z,31.994,140.806,64.1,5,mwc,113,112.4,,0.86,us,usp000fbyk,2016-11-10T01:40:06.578Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,gcmt
2007-05-13T16:47:03.000Z,46.984,152.868,68,4.5,mb,10,137.8,,0.61,us,usp000fbx0,2014-11-07T01:32:27.920Z,"Kuril Islands",earthquake,,29.5,,1,reviewed,us,us
2007-05-12T11:38:51.040Z,48.845,154.805,59.4,4.5,mb,34,98.3,,1.01,us,usp000fbua,2014-11-07T01:32:27.528Z,"Kuril Islands",earthquake,,12,,10,reviewed,us,us
2007-05-11T21:37:44.740Z,46.384,153.221,10,4.9,mwc,309,84.2,,0.8,us,usp000fbsv,2016-11-10T01:40:00.728Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-05-10T22:47:41.190Z,43.153,146.756,49.4,4.6,mb,102,135.3,,0.8,us,usp000fbqq,2014-11-07T01:32:26.630Z,"Kuril Islands",earthquake,,6.8,,25,reviewed,us,us
2007-05-10T21:58:04.580Z,47.089,153.589,35,4.6,mb,15,138,,1.22,us,usp000fbqj,2014-11-07T01:32:26.610Z,"Kuril Islands",earthquake,,,,2,reviewed,us,us
2007-05-10T21:54:47.960Z,47.076,153.441,29.3,5.1,mwc,262,57.1,,0.84,us,usp000fbqh,2016-11-10T01:39:58.788Z,"Kuril Islands",earthquake,,10.1,,,reviewed,us,gcmt
2007-05-10T21:18:46.570Z,47.09,153.428,105,4.6,mb,23,137.9,,1.29,us,usp000fbqg,2014-11-07T01:32:26.588Z,"Kuril Islands",earthquake,,16.8,,4,reviewed,us,us
2007-05-09T18:10:37.730Z,47.41,153.076,10,4.9,mb,160,112.7,,0.82,us,usp000fbm7,2014-11-07T01:32:26.120Z,"Kuril Islands",earthquake,,,,81,reviewed,us,us
2007-05-08T01:43:06.170Z,46.847,152.6,107.5,4.6,mb,25,133.4,,0.71,us,usp000fbgf,2014-11-07T01:32:25.696Z,"Kuril Islands",earthquake,,12.2,,5,reviewed,us,us
2007-05-07T00:29:06.410Z,30.007,130.177,51.8,5.2,mwc,221,58,,0.9,us,usp000fbe2,2016-11-10T01:39:50.719Z,"Kyushu, Japan",earthquake,,4.3,,,reviewed,us,gcmt
2007-05-06T14:04:19.180Z,45.509,151.767,11.9,4.7,mb,93,136.3,,0.95,us,usp000fbct,2014-11-07T01:32:24.987Z,"Kuril Islands",earthquake,,16,,37,reviewed,us,us
2007-05-05T10:46:26.360Z,46.915,152.742,51,4.5,mb,23,135.9,,0.91,us,usp000fb9u,2014-11-07T01:32:24.554Z,"Kuril Islands",earthquake,,,,3,reviewed,us,us
2007-05-05T07:51:41.090Z,27.001,141.865,46.6,4.8,mb,113,76.4,,0.54,us,usp000fb9d,2014-11-07T01:32:24.441Z,"Bonin Islands, Japan region",earthquake,,,,48,reviewed,us,us
2007-05-01T12:41:32.080Z,26.25,128.63,28.9,4.7,mwr,93,114.8,,1.05,us,usp000fb0s,2014-11-07T01:32:21.770Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,nied
2007-04-30T21:46:09.200Z,48.083,154.844,10,4.5,mb,9,194.9,,0.3,us,usp000fayx,2014-11-07T01:32:18.739Z,"Kuril Islands",earthquake,,,,1,reviewed,us,us
2007-04-30T18:49:11.560Z,35.76,140.13,73.6,4.6,mb,20,166.8,,0.66,us,usp000faym,2014-11-07T01:32:18.720Z,"near the east coast of Honshu, Japan",earthquake,,7.3,,3,reviewed,us,us
2007-04-30T16:55:39.630Z,32.146,137.393,415.3,5,mwr,111,96.2,,0.62,us,usp000fayd,2014-11-07T01:32:18.696Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,nied
2007-04-29T20:41:30.820Z,28.602,129.461,55.3,4.5,mwr,104,102.9,,1.12,us,usp000fawc,2014-11-07T01:32:18.470Z,"Ryukyu Islands, Japan",earthquake,,6,,,reviewed,us,nied
2007-04-28T20:12:49.410Z,48.096,154.981,45.2,5,mwc,248,83.9,,0.95,us,usp000fatw,2016-11-10T01:39:28.473Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2007-04-28T20:11:55.010Z,48.14,154.945,10,4.7,mb,100,105.8,,0.79,us,usp000fatv,2014-11-07T01:32:18.110Z,"Kuril Islands",earthquake,,,,38,reviewed,us,us
2007-04-26T16:37:57.690Z,42.44,143.558,56.1,5.3,mwc,372,56.4,,0.79,us,usp000fanz,2016-11-10T01:39:23.248Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,gcmt
