No,Zaman (UTC),Ref1,Kaynak Aç?klama 1,Enlem,Boylam,Derinlik,Sabit Derinlik,Kaynak No 2,Kaynak Aç?klama 2,Tip,Büyüklük,Kaynak No 3,Kaynak Aç?klama 3,Yer
2145,1966-03-08 02:51:36,0, ,40.2000,38.3000,22.00,-,5,ISC,mb,4.4,5,ISC,-
2144,1966-03-07 17:12:01,0, ,42.9480,45.7790,27.30,-,41,EHB,mb,4.6,5,ISC,-
2143,1966-03-07 01:16:11,0, ,39.1740,41.6020,35.00,-,41,EHB,mb,5.2,5,ISC,-
2142,1966-03-04 07:47:00,0, ,42.9800,45.7000,42.00,-,5,ISC,mb,4.6,5,ISC,-
2141,1966-03-04 00:12:01,0, ,42.8500,45.6600,66.00,-,5,ISC,mb,4.5,5,ISC,-
2140,1966-03-02 15:15:00,0, ,42.9000,45.7000,66.00,-,5,ISC,mb,5.0,5,ISC,-
2139,1966-03-02 02:37:03,0, ,43.0030,45.7540,15.00,-,41,EHB,mb,5.2,5,ISC,-
2138,1966-02-14 17:57:52,0, ,34.9700,27.0450,43.50,-,41,EHB,mb,4.9,5,ISC,-
2137,1966-02-09 05:36:23,0, ,41.1100,24.9200,48.00,-,5,ISC,mb,4.4,5,ISC,-
2136,1966-02-08 20:08:05,0, ,41.0580,24.9450,21.90,-,41,EHB,mb,4.7,5,ISC,-
2135,1966-02-08 13:16:24,0, ,36.3010,28.0780,84.00,-,41,EHB,mb,4.5,5,ISC,-
2134,1966-02-04 08:38:04,0, ,34.3580,23.9390,35.20,-,41,EHB,mb,4.7,5,ISC,-
2133,1966-02-01 07:07:54,0, ,34.9200,46.1100,86.00,-,5,ISC,mb,4.6,5,ISC,-
2132,1966-01-27 20:32:16,0, ,39.8000,23.5000,15.00,-,5,ISC,mb,4.2,5,ISC,-
2131,1966-01-22 00:23:46,0, ,37.6220,29.9810,34.10,-,41,EHB,mb,4.7,5,ISC,-
2130,1966-01-20 00:39:00,0, ,39.2000,24.4400,60.00,-,5,ISC,mb,4.4,5,ISC,-
2129,1966-01-18 21:20:02,0, ,35.1200,23.4900,60.00,-,5,ISC,mb,4.6,5,ISC,-
2128,1966-01-16 20:15:32,0, ,35.6510,25.7880,54.80,-,41,EHB,mb,4.6,5,ISC,-
2126,1966-01-15 18:07:48,0, ,36.7450,23.0640,43.70,-,41,EHB,mb,4.7,5,ISC,-
2125,1966-01-14 18:39:31,0, ,34.7200,27.0000,22.00,-,5,ISC,mb,4.7,5,ISC,-
2124,1966-01-14 02:37:42,0, ,36.8000,23.4000,10.00,*,5,ISC,mb,4.3,5,ISC,-
2123,1966-01-14 02:14:05,0, ,36.7500,23.0800,25.00,-,5,ISC,mb,4.7,5,ISC,-
2122,1966-01-13 01:44:14,0, ,38.3000,28.5000,22.00,-,5,ISC,mb,4.4,5,ISC,-
2121,1966-01-11 02:54:57,0, ,35.4000,26.2000,10.00,*,5,ISC,mb,4.3,5,ISC,-
2120,1966-01-02 23:12:18,0, ,37.6700,23.1800,12.00,-,1,Ayhan ve Di?.1981,MS,5.1,1,Ayhan ve Di?.1981,-
2119,1965-12-25 12:15:33,0, ,39.8400,25.0000,41.00,-,5,ISC,mb,4.5,5,ISC,-
2118,1965-12-22 08:43:44,0, ,37.1000,28.1000,10.00,*,15,ATH,MS,4.5,15,ATH,-
2117,1965-12-20 00:30:57,0, ,40.0100,24.8000,42.00,-,5,ISC,mb,4.3,5,ISC,-
2116,1965-12-20 00:08:14,0, ,40.1630,24.8390,6.80,-,41,EHB,mb,5.1,5,ISC,-
2115,1965-12-17 00:49:04,0, ,36.9000,23.2000,10.00,-,6,Kalafat ve Di?.2011,mb,5.1,6,Kalafat ve Di?.2011,-
2114,1965-12-16 12:32:47,0, ,35.0000,23.0000,10.00,*,15,ATH,MS,4.3,15,ATH,-
2113,1965-12-15 20:57:00,0, ,42.7800,46.0800,86.00,-,5,ISC,mb,5.0,5,ISC,-
2112,1965-12-12 03:31:52,0, ,34.9000,46.0000,87.00,-,5,ISC,mb,4.2,5,ISC,-
2111,1965-12-09 19:28:53,0, ,37.5000,44.0000,33.00,-,12,MOS,MS,4.0,12,MOS,-
2110,1965-12-08 11:22:05,0, ,37.3000,28.5000,10.00,*,15,ATH,MS,4.5,15,ATH,-
2109,1965-12-07 12:15:36,0, ,40.7000,39.1000,33.00,-,12,MOS,MS,4.0,12,MOS,-
2108,1965-12-07 08:25:03,0, ,35.6000,27.5000,10.00,-,15,ATH,MS,4.6,15,ATH,-
2107,1965-12-07 01:00:57,0, ,36.2500,27.0000,10.00,-,15,ATH,MS,4.3,15,ATH,-
2106,1965-12-06 13:23:56,0, ,42.9000,47.9000,33.00,-,12,MOS,MS,4.0,12,MOS,-
2104,1965-12-02 06:45:55,0, ,37.6100,29.3200,38.00,-,5,ISC,mb,4.7,5,ISC,-
2103,1965-11-28 05:26:07,0, ,36.1600,27.3660,76.40,-,41,EHB,mb,5.7,5,ISC,-
2101,1965-11-27 11:02:51,0, ,35.5200,29.2500,37.00,-,5,ISC,mb,4.5,5,ISC,-
2100,1965-11-25 02:06:32,0, ,37.2400,36.2200,50.00,-,5,ISC,mb,4.6,5,ISC,-
2099,1965-11-22 05:23:41,0, ,37.3000,27.0000,33.00,-,36,USCGS,MS,4.2,15,ATH,-
2098,1965-11-08 19:12:37,0, ,36.0000,27.0000,10.00,-,15,ATH,MS,4.0,15,ATH,-
2097,1965-11-02 03:27:07,0, ,39.4800,25.3200,5.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
2096,1965-10-30 04:47:01,0, ,39.1000,23.0000,10.00,-,6,Kalafat ve Di?.2011,mb,4.7,6,Kalafat ve Di?.2011,-
2095,1965-10-18 14:32:48,0, ,38.8300,27.8300,36.00,-,5,ISC,mb,4.0,5,ISC,-
2094,1965-10-17 11:23:06,0, ,38.0800,38.5000,41.00,-,5,ISC,mb,4.6,5,ISC,-
2093,1965-10-12 18:33:45,0, ,34.5400,26.5800,47.00,-,5,ISC,mb,4.2,5,ISC,-
2092,1965-10-06 18:02:17,0, ,42.8800,46.3500,87.00,-,5,ISC,mb,4.3,5,ISC,-
2091,1965-10-04 12:54:55,0, ,39.6000,26.5000,10.00,*,15,ATH,MS,4.1,15,ATH,-
2090,1965-10-04 01:50:12,0, ,37.7500,29.0000,10.00,-,26,BCIS,MS,4.2,6,Kalafat ve Di?.2011,-
2089,1965-09-30 19:36:41,0, ,38.8000,28.0000,10.00,*,26,BCIS,MS,4.3,15,ATH,-
2088,1965-09-19 14:03:30,0, ,38.9000,27.9500,10.00,*,5,ISC,mb,4.3,5,ISC,-
2087,1965-09-15 19:51:52,0, ,39.0000,24.2500,10.00,-,6,Kalafat ve Di?.2011,mb,4.3,6,Kalafat ve Di?.2011,-
2086,1965-09-15 17:42:51,0, ,39.5000,30.0000,33.00,-,36,USCGS,mb,4.1,36,USCGS,-
2085,1965-09-08 04:26:35,0, ,40.2000,26.2000,10.00,-,26,BCIS,MS,4.1,3,Alsan ve Di?.1975,-
2084,1965-09-02 05:29:27,0, ,39.7000,27.1000,10.00,*,15,ATH,MS,4.2,15,ATH,-
2083,1965-08-31 07:29:47,0, ,39.3460,40.7920,5.60,-,41,EHB,mb,5.1,5,ISC,-
2082,1965-08-31 05:57:03,0, ,39.3000,41.2000,33.00,-,36,USCGS,mb,4.5,36,USCGS,-
2081,1965-08-29 13:39:20,0, ,39.1000,23.9000,33.00,-,11,USGS,mb,4.5,20,VKR,-
2080,1965-08-25 04:57:50,0, ,34.7350,25.0720,31.50,-,41,EHB,mb,4.8,5,ISC,-
2079,1965-08-24 23:57:35,0, ,40.3900,26.2000,18.00,-,5,ISC,mb,4.2,5,ISC,-
2078,1965-08-24 01:11:10,0, ,35.8110,23.5470,63.20,-,41,EHB,mb,4.7,5,ISC,-
2077,1965-08-23 14:08:57,0, ,40.4360,26.1360,16.00,-,41,EHB,mb,5.2,5,ISC,-
2076,1965-08-04 19:15:04,0, ,35.3000,26.5000,52.00,-,5,ISC,mb,4.4,5,ISC,-
2075,1965-07-13 14:19:01,0, ,37.5000,27.8000,35.00,-,5,ISC,mb,4.4,36,USCGS,-
2074,1965-07-12 09:51:48,0, ,37.6200,29.3500,50.00,-,5,ISC,mb,4.6,5,ISC,-
2073,1965-07-10 08:09:46,0, ,34.7300,23.3000,7.00,-,5,ISC,mb,4.4,5,ISC,-
2072,1965-07-08 00:57:00,0, ,34.5000,29.0000,30.00,-,6,Kalafat ve Di?.2011,mb,4.4,6,Kalafat ve Di?.2011,-
2071,1965-07-06 13:34:14,0, ,34.7300,25.6400,61.00,-,5,ISC,mb,4.5,5,ISC,-
2069,1965-06-28 23:27:03,0, ,38.0000,41.3000,33.00,-,5,ISC,mb,5.1,5,ISC,-
2068,1965-06-19 12:32:01,0, ,42.8700,46.4800,62.00,-,5,ISC,mb,4.5,5,ISC,-
2067,1965-06-17 02:58:26,0, ,37.7390,29.3530,40.90,-,41,EHB,mb,4.7,5,ISC,-
2066,1965-06-17 00:19:28,0, ,37.6000,28.8000,33.00,-,5,ISC,mb,4.7,5,ISC,-
2065,1965-06-13 20:01:52,0, ,37.7780,29.3140,36.60,-,41,EHB,mb,5.1,5,ISC,-
2064,1965-06-10 15:24:17,0, ,36.4400,26.6400,142.00,-,5,ISC,mb,4.7,5,ISC,-
2062,1965-06-06 15:46:39,0, ,35.4700,23.4000,53.00,-,5,ISC,mb,4.2,5,ISC,-
2061,1965-06-03 18:31:53,0, ,39.6890,23.1970,42.90,-,41,EHB,mb,4.8,5,ISC,-
2060,1965-05-26 13:58:05,0, ,35.4400,44.6000,67.00,-,5,ISC,mb,4.7,5,ISC,-
2059,1965-05-24 10:21:39,0, ,39.2800,24.1000,33.00,-,5,ISC,MS,4.7,6,Kalafat ve Di?.2011,-
2058,1965-05-16 11:29:41,0, ,38.1600,38.9800,26.00,-,5,ISC,mb,4.9,5,ISC,-
2057,1965-05-16 01:35:59,0, ,35.2900,27.8270,55.40,-,41,EHB,mb,4.6,5,ISC,-
2056,1965-05-15 18:43:09,0, ,39.9000,48.0000,10.00,-,22,AS,MS,4.0,22,AS,-
2055,1965-05-13 17:01:01,0, ,43.8000,30.0000,10.00,-,5,ISC,MS,4.0,22,AS,-
2054,1965-05-12 11:44:27,0, ,34.3500,47.5000,43.00,-,5,ISC,mb,4.2,5,ISC,-
2053,1965-05-07 14:42:21,0, ,36.7400,26.8600,162.00,-,5,ISC,mb,4.5,5,ISC,-
2052,1965-05-05 05:36:57,0, ,35.6400,24.9100,10.00,-,5,ISC,MS,4.6,6,Kalafat ve Di?.2011,-
2051,1965-05-02 22:33:25,0, ,35.6100,23.5200,56.00,-,5,ISC,mb,4.6,5,ISC,-
2050,1965-05-01 01:59:43,0, ,37.1800,26.9100,10.00,*,5,ISC,mb,4.6,5,ISC,-
2049,1965-04-29 09:46:56,0, ,37.1400,26.8900,8.00,-,5,ISC,mb,4.7,5,ISC,-
2048,1965-04-27 14:09:07,0, ,35.6550,23.5630,43.00,-,41,EHB,mb,5.6,5,ISC,-
2047,1965-04-19 06:46:33,0, ,34.5600,28.3600,33.00,-,5,ISC,mb,4.5,5,ISC,-
2046,1965-04-10 03:35:09,0, ,36.2000,26.2000,33.00,-,5,ISC,mb,4.0,5,ISC,-
2045,1965-04-10 00:19:59,0, ,34.9000,24.3700,55.00,-,5,ISC,mb,4.8,5,ISC,-
2044,1965-04-09 23:57:02,0, ,35.0600,24.3100,39.00,-,1,Ayhan ve Di?.1981,MS,6.1,1,Ayhan ve Di?.1981,Girit Adas? Güneyi-Akdeniz
2043,1965-04-09 21:08:30,0, ,36.8000,26.5000,33.00,-,5,ISC,mb,4.7,5,ISC,-
2042,1965-04-07 23:33:46,0, ,38.1000,27.7000,33.00,-,5,ISC,mb,4.3,5,ISC,-
2041,1965-04-07 06:48:51,0, ,35.0000,24.4000,44.00,-,5,ISC,mb,4.0,5,ISC,-
2040,1965-04-03 16:07:03,0, ,42.5400,32.6500,32.00,-,5,ISC,mb,4.5,5,ISC,-
2039,1965-04-03 05:19:18,0, ,37.7000,23.8000,10.00,*,5,ISC,mb,4.3,5,ISC,-
2038,1965-04-01 01:11:36,0, ,35.9500,35.7700,40.00,-,5,ISC,mb,4.3,36,USCGS,-
2037,1965-03-31 20:08:25,0, ,39.2000,24.1000,33.00,-,5,ISC,mb,4.5,5,ISC,-
2036,1965-03-26 20:29:23,0, ,36.8200,30.9400,111.00,-,1,Ayhan ve Di?.1981,MS,5.2,1,Ayhan ve Di?.1981,-
2035,1965-03-22 03:22:22,0, ,39.1300,23.8400,1.00,-,5,ISC,mb,4.5,5,ISC,-
2034,1965-03-19 04:35:45,0, ,41.5000,23.1000,12.00,-,5,ISC,mb,4.2,5,ISC,-
2033,1965-03-17 14:05:01,0, ,38.1000,28.1000,33.00,-,5,ISC,mb,4.4,5,ISC,-
2032,1965-03-17 03:52:48,0, ,34.6400,32.3000,52.00,-,5,ISC,mb,4.6,5,ISC,-
2031,1965-03-15 23:08:30,0, ,39.1600,24.0000,33.00,-,5,ISC,mb,4.7,5,ISC,-
2030,1965-03-13 15:42:16,0, ,39.1400,23.9000,18.00,-,5,ISC,mb,4.6,5,ISC,-
2029,1965-03-13 11:33:00,0, ,39.1300,23.9700,33.00,-,5,ISC,mb,4.6,5,ISC,-
2028,1965-03-13 10:55:25,0, ,39.0000,24.0000,10.00,-,5,ISC,mb,4.6,5,ISC,-
2027,1965-03-13 09:09:29,0, ,39.1000,24.1000,10.00,*,5,ISC,mb,4.0,5,ISC,-
2026,1965-03-13 04:09:39,0, ,39.0200,23.7560,31.70,-,41,EHB,mb,5.1,5,ISC,-
2025,1965-03-13 04:08:40,0, ,39.1100,23.9700,11.00,-,5,ISC,mb,4.7,5,ISC,-
2024,1965-03-13 03:24:00,0, ,39.3000,23.1000,65.00,-,6,Kalafat ve Di?.2011,mb,4.7,6,Kalafat ve Di?.2011,-
2023,1965-03-10 21:50:19,0, ,39.3500,23.9400,37.00,-,5,ISC,mb,4.6,5,ISC,-
2022,1965-03-10 01:36:08,0, ,39.0450,23.7560,24.30,-,41,EHB,mb,5.0,5,ISC,-
2021,1965-03-10 00:04:33,0, ,39.1900,23.7600,10.00,*,5,ISC,mb,4.0,5,ISC,-
2020,1965-03-09 22:35:15,0, ,39.2600,23.8400,18.00,-,5,ISC,mb,4.7,5,ISC,-
2019,1965-03-09 22:19:06,0, ,39.1700,23.9600,13.00,-,5,ISC,mb,4.4,5,ISC,-
2018,1965-03-09 21:20:04,0, ,39.1900,23.8700,7.00,-,5,ISC,mb,4.5,5,ISC,-
2017,1965-03-09 20:14:31,0, ,38.5000,23.3000,10.00,*,5,ISC,mb,4.0,5,ISC,-
2016,1965-03-09 19:46:59,0, ,39.1200,23.8600,19.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
2015,1965-03-09 19:19:18,0, ,39.0000,24.0000,10.00,-,15,ATH,mb,4.9,5,ISC,-
2014,1965-03-09 19:16:49,0, ,39.0000,24.0000,10.00,-,15,ATH,MS,4.2,15,ATH,-
2013,1965-03-09 18:52:01,0, ,38.9000,24.3000,75.00,-,5,ISC,mb,4.2,5,ISC,-
2012,1965-03-09 18:37:52,0, ,39.2320,23.9350,6.30,-,41,EHB,mb,5.1,5,ISC,-
2011,1965-03-09 18:19:38,0, ,38.9400,24.1000,24.00,-,5,ISC,mb,4.4,5,ISC,-
2010,1965-03-09 18:09:00,0, ,38.9000,24.1000,10.00,-,6,Kalafat ve Di?.2011,MS,5.5,6,Kalafat ve Di?.2011,-
2009,1965-03-09 17:57:55,0, ,39.3400,23.8200,18.00,-,1,Ayhan ve Di?.1981,MS,6.3,1,Ayhan ve Di?.1981,Yunanistan Aç?klar?-Ege Denizi
2008,1965-03-03 01:37:18,0, ,38.2700,28.4700,42.00,-,5,ISC,mb,4.5,5,ISC,-
2007,1965-03-02 22:00:09,0, ,38.4510,28.2860,41.00,-,41,EHB,mb,5.0,5,ISC,-
2006,1965-02-27 20:28:01,0, ,38.0000,23.0000,10.00,-,6,Kalafat ve Di?.2011,MS,5.6,6,Kalafat ve Di?.2011,-
2005,1965-02-18 22:39:02,0, ,43.7000,40.3000,10.00,*,12,MOS,MS,4.0,12,MOS,-
2004,1965-02-13 00:57:08,0, ,38.2300,45.4700,88.00,-,5,ISC,MS,4.0,12,MOS,-
2003,1965-02-10 16:09:54,0, ,37.6600,47.0900,45.00,-,5,ISC,mb,5.0,5,ISC,-
2002,1965-02-08 11:43:05,0, ,41.2000,47.8000,9.00,-,22,AS,MS,4.0,22,AS,-
2001,1965-02-06 03:47:57,0, ,35.4100,27.0400,71.00,-,5,ISC,mb,4.7,5,ISC,-
2000,1965-01-29 23:39:02,0, ,34.9100,27.6000,25.00,-,5,ISC,mb,4.6,5,ISC,-
1999,1965-01-28 23:10:46,0, ,42.5000,23.1000,77.00,-,5,ISC,mb,4.3,5,ISC,-
1998,1965-01-25 12:18:34,0, ,34.5600,32.8400,20.00,-,5,ISC,mb,4.8,5,ISC,-
1997,1965-01-20 07:09:44,0, ,40.5000,34.0000,33.00,-,1,Ayhan ve Di?.1981,MS,4.5,1,Ayhan ve Di?.1981,-
1996,1965-01-17 03:39:32,0, ,34.5800,27.8300,29.00,-,5,ISC,mb,4.6,5,ISC,-
1995,1965-01-17 02:13:55,0, ,43.4000,47.5000,48.00,-,5,ISC,mb,4.7,5,ISC,-
1994,1965-01-09 04:11:51,0, ,36.0000,27.4000,63.00,-,5,ISC,mb,4.4,5,ISC,-
1993,1965-01-07 10:22:19,0, ,36.5310,26.8440,43.20,-,41,EHB,mb,5.0,5,ISC,-
1992,1965-01-02 13:47:43,0, ,36.4600,26.1000,59.00,-,1,Ayhan ve Di?.1981,MS,4.9,1,Ayhan ve Di?.1981,-
1991,1964-12-31 16:18:02,0, ,35.7600,25.5100,89.00,-,1,Ayhan ve Di?.1981,MS,5.2,1,Ayhan ve Di?.1981,-
1990,1964-12-30 01:14:25,0, ,36.4000,34.2000,128.00,-,5,ISC,mb,4.9,5,ISC,-
1989,1964-12-21 00:50:10,0, ,40.5000,27.5000,10.00,-,5,ISC,mb,4.6,5,ISC,-
1988,1964-12-20 11:06:04,0, ,42.0000,41.0000,30.00,-,5,ISC,mb,4.6,5,ISC,-
1987,1964-12-18 07:52:45,0, ,35.6000,28.7000,74.00,-,5,ISC,mb,4.0,5,ISC,-
1986,1964-12-15 21:03:15,0, ,40.0200,28.7900,26.00,-,5,ISC,mb,4.7,5,ISC,-
1985,1964-12-15 17:31:46,0, ,36.4600,34.8000,41.00,-,5,ISC,mb,4.5,5,ISC,-
1984,1964-12-15 02:51:34,0, ,34.8700,26.0600,28.00,-,5,ISC,mb,4.4,5,ISC,-
1983,1964-11-26 00:59:00,0, ,34.4000,25.4000,51.00,-,5,ISC,mb,5.1,5,ISC,-
1981,1964-11-20 06:59:19,0, ,40.2000,28.0600,56.00,-,5,ISC,mb,4.4,5,ISC,-
1980,1964-11-17 22:50:49,0, ,36.8100,35.3300,4.00,-,5,ISC,mb,4.5,5,ISC,-
1979,1964-11-16 05:27:27,0, ,39.4250,40.3990,10.10,-,41,EHB,mb,4.9,5,ISC,-
1978,1964-11-15 06:33:24,0, ,35.4500,45.5100,33.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
1977,1964-11-05 20:55:45,0, ,35.1100,24.1300,27.00,-,5,ISC,mb,4.6,5,ISC,-
1976,1964-10-20 08:47:56,0, ,40.0000,28.6000,10.00,-,1,Ayhan ve Di?.1981,MS,4.8,1,Ayhan ve Di?.1981,-
1975,1964-10-17 09:50:28,0, ,35.0200,25.4300,18.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
1974,1964-10-13 10:30:09,0, ,36.9400,28.2900,76.00,-,5,ISC,mb,4.5,5,ISC,-
1973,1964-10-13 06:57:57,0, ,34.7000,46.0000,147.00,-,5,ISC,mb,4.5,5,ISC,-
1972,1964-10-12 14:16:29,0, ,35.2000,28.6000,43.00,-,5,ISC,mb,4.3,5,ISC,-
1971,1964-10-09 11:59:03,0, ,34.7000,24.6000,9.00,-,5,ISC,mb,4.4,5,ISC,-
1970,1964-10-07 23:07:54,0, ,40.1900,28.3600,31.00,-,5,ISC,mb,4.4,5,ISC,-
1969,1964-10-06 14:31:23,0, ,40.3000,28.2300,34.00,-,3,Alsan ve Di?.1975,MS,7.0,3,Alsan ve Di?.1975,Karacabey-Bursa
1968,1964-10-06 14:29:59,0, ,40.1860,28.1530,28.10,-,41,EHB,mb,5.4,5,ISC,-
1967,1964-10-03 03:57:27,0, ,38.0100,38.2400,25.00,-,5,ISC,mb,4.4,5,ISC,-
1966,1964-09-30 04:39:46,0, ,34.4620,23.2070,42.70,-,41,EHB,mb,4.8,5,ISC,-
1965,1964-09-29 17:00:04,0, ,38.9000,23.7000,89.00,-,5,ISC,mb,4.2,5,ISC,-
1964,1964-09-28 21:00:36,0, ,36.7000,29.2000,63.00,-,5,ISC,mb,4.4,5,ISC,-
1962,1964-09-21 18:07:36,0, ,41.1000,37.6000,33.00,-,5,ISC,mb,4.4,5,ISC,-
1961,1964-09-19 16:57:10,0, ,37.5000,40.0000,10.00,*,5,ISC,mb,4.6,5,ISC,-
1959,1964-09-18 00:08:48,0, ,35.6900,29.0700,40.00,-,1,Ayhan ve Di?.1981,MS,5.3,1,Ayhan ve Di?.1981,-
1958,1964-09-09 22:19:43,0, ,35.0300,45.9500,69.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
1957,1964-09-04 03:39:36,0, ,39.4000,40.2800,54.00,-,5,ISC,mb,4.8,5,ISC,-
1956,1964-08-29 19:37:55,0, ,35.2900,28.7200,35.00,-,5,ISC,mb,4.7,5,ISC,-
1955,1964-08-27 19:31:59,0, ,35.5600,28.8400,38.00,-,1,Ayhan ve Di?.1981,MS,5.4,1,Ayhan ve Di?.1981,-
1953,1964-08-25 17:55:39,0, ,34.6000,28.6000,95.00,-,5,ISC,mb,4.4,5,ISC,-
1952,1964-08-25 14:37:35,0, ,35.5410,28.7780,33.40,-,41,EHB,mb,4.8,5,ISC,-
1951,1964-08-25 11:42:55,0, ,35.3500,28.5800,12.00,-,5,ISC,mb,4.6,5,ISC,-
1950,1964-08-25 11:11:52,0, ,35.6680,28.8510,45.60,-,41,EHB,mb,4.9,5,ISC,-
1949,1964-08-25 08:05:01,0, ,35.2800,28.6700,55.00,-,5,ISC,mb,4.6,5,ISC,-
1948,1964-08-25 07:08:14,0, ,35.5000,28.7600,28.00,-,5,ISC,mb,4.6,5,ISC,-
1947,1964-08-21 16:49:10,0, ,40.2500,41.0200,20.00,-,5,ISC,mb,4.5,5,ISC,-
1946,1964-08-17 22:30:09,0, ,34.8000,25.6000,28.00,-,5,ISC,mb,4.3,5,ISC,-
1945,1964-08-17 00:17:50,0, ,35.3070,25.8160,72.10,-,41,EHB,mb,4.8,5,ISC,-
1943,1964-08-04 23:18:53,0, ,34.3400,45.9500,31.00,-,5,ISC,mb,4.7,5,ISC,-
1942,1964-07-28 02:01:04,0, ,34.6400,32.2500,52.00,-,5,ISC,mb,4.5,5,ISC,-
1941,1964-07-18 03:40:20,0, ,36.0940,26.0350,98.50,-,41,EHB,mb,5.0,5,ISC,-
1940,1964-07-17 02:34:26,0, ,38.0500,23.6300,155.00,-,1,Ayhan ve Di?.1981,MS,6.0,1,Ayhan ve Di?.1981,Yunanistan
1939,1964-07-16 17:40:01,0, ,36.1400,30.7800,72.00,-,5,ISC,mb,4.7,5,ISC,-
1938,1964-07-13 02:19:26,0, ,41.6000,44.5000,33.00,-,5,ISC,mb,4.4,5,ISC,-
1937,1964-07-12 23:32:51,0, ,38.5000,23.2500,10.00,*,15,ATH,MS,4.4,15,ATH,-
1936,1964-07-04 11:11:17,0, ,41.9600,23.4300,2.00,-,5,ISC,mb,4.6,5,ISC,-
1935,1964-06-28 11:15:21,0, ,34.7700,32.3500,63.00,-,5,ISC,mb,4.8,5,ISC,-
1934,1964-06-25 00:11:51,0, ,39.1300,43.1900,42.00,-,1,Ayhan ve Di?.1981,MS,4.6,1,Ayhan ve Di?.1981,-
1933,1964-06-19 00:50:24,0, ,40.7400,32.8300,33.00,-,5,ISC,mb,4.7,5,ISC,-
1932,1964-06-15 00:51:54,0, ,34.6000,25.7000,62.00,-,5,ISC,mb,4.5,5,ISC,-
1931,1964-06-14 12:38:05,0, ,37.9880,38.5110,41.50,-,41,EHB,mb,4.7,11,USGS,-
1930,1964-06-14 12:15:31,0, ,38.1300,38.5100,3.00,-,3,Alsan ve Di?.1975,MS,6.0,3,Alsan ve Di?.1975,Sincik-Ad?yaman
1929,1964-06-13 03:25:03,0, ,43.0800,45.5700,17.00,-,5,ISC,mb,4.4,5,ISC,-
1928,1964-06-12 07:46:21,0, ,37.3400,29.9300,5.00,-,5,ISC,mb,4.5,5,ISC,-
1927,1964-06-09 07:16:04,0, ,38.6600,40.1800,65.00,-,5,ISC,mb,4.2,5,ISC,-
1926,1964-06-08 16:49:04,0, ,36.2600,28.2600,62.00,-,5,ISC,mb,4.6,5,ISC,-
1925,1964-06-05 13:01:26,0, ,43.0300,45.5200,13.00,-,5,ISC,mb,4.7,5,ISC,-
1924,1964-06-05 00:11:52,0, ,39.1300,43.1900,42.00,-,5,ISC,mb,4.6,5,ISC,-
1923,1964-05-18 20:03:14,0, ,36.9500,24.2900,109.00,-,5,ISC,mb,4.2,5,ISC,-
1922,1964-05-13 17:06:14,0, ,36.2800,28.2100,82.00,-,5,ISC,mb,4.5,5,ISC,-
1921,1964-05-02 23:24:00,0, ,39.2500,23.7500,10.00,*,15,ATH,MS,4.2,15,ATH,-
1920,1964-05-01 07:49:06,0, ,42.6000,44.3000,83.00,-,5,ISC,mb,4.4,5,ISC,-
1919,1964-04-30 18:11:31,0, ,39.1700,23.8000,26.00,-,5,ISC,mb,4.4,5,ISC,-
1918,1964-04-29 17:29:19,0, ,39.0200,23.9700,10.00,-,5,ISC,mb,4.2,5,ISC,-
1917,1964-04-29 17:00:04,0, ,39.0770,23.5910,29.90,-,41,EHB,mb,4.9,5,ISC,-
1916,1964-04-29 04:21:05,0, ,39.0870,23.7190,14.30,-,41,EHB,mb,5.3,5,ISC,-
1915,1964-04-26 01:31:51,0, ,34.4000,26.2000,48.00,-,5,ISC,mb,4.4,5,ISC,-
1914,1964-04-25 12:44:15,0, ,35.4600,27.7000,61.00,-,5,ISC,mb,4.8,5,ISC,-
1913,1964-04-25 01:11:46,0, ,37.8000,29.8000,59.00,-,5,ISC,mb,4.6,5,ISC,-
1912,1964-04-23 14:23:47,0, ,38.0900,38.7500,57.00,-,5,ISC,mb,5.0,5,ISC,-
1911,1964-04-20 18:37:33,0, ,35.0900,24.4600,68.00,-,5,ISC,mb,4.3,5,ISC,-
1910,1964-04-18 21:52:54,0, ,41.1000,29.0000,33.00,-,5,ISC,mb,4.2,5,ISC,-
1909,1964-04-17 16:42:29,0, ,45.0000,41.3000,33.00,-,5,ISC,MS,4.0,12,MOS,-
1908,1964-04-15 20:54:27,0, ,39.0400,23.7100,44.00,-,5,ISC,mb,4.6,5,ISC,-
1907,1964-04-12 12:06:02,0, ,42.5100,45.1700,46.00,-,5,ISC,mb,4.8,5,ISC,-
1906,1964-04-12 07:58:03,0, ,39.8000,25.0000,10.00,*,5,ISC,mb,4.1,5,ISC,-
1905,1964-04-11 16:00:39,0, ,40.1900,24.9210,10.00,*,41,EHB,mb,5.1,5,ISC,-
1904,1964-04-08 14:12:29,0, ,35.0400,24.2900,64.00,-,5,ISC,mb,5.1,5,ISC,-
